城市,行政区,小区地址,小区名称,小区户型,户型类型,面积,租金,租金付款方式,更新时间
杭州,下沙区沿江北,距1号线下沙江滨站步行约485米,伊萨卡国际城浩泽园,4室1厅,楼层33/34,14.5㎡,2130,季付价,2010年建成
杭州,西湖区文教,距2号线学院路站步行约378米,花园北村,3室1厅,楼层6/6,12.9㎡,2190,季付价,1998年建成
杭州,余杭区良渚,距2号线白洋站步行约920米,上实海上海,4室1厅,楼层4/26,10.6㎡,1790,季付价,暂无数据
杭州,江干区九堡,距1号线客运中心站步行约767米,金雅苑社区,3室1厅,楼层12/16,12.4㎡,1730,季付价,2009年建成
杭州,余杭区乔司,距1号线翁梅站步行约597米,翁梅新苑一区,4室1厅,楼层13/17,15㎡,1630,季付价,暂无数据
杭州,西湖区嘉绿商圈,距2号线丰潭路站步行约275米,嘉绿西苑,4室1厅,楼层5/5,12.03㎡,1860,季付价,1998年建成
杭州,西湖区翠苑,距2号线学院路站步行约486米,翠苑一区,3室1厅,楼层2/7,9.6㎡,1890,季付价,1991年建成
杭州,余杭区亲亲家园,距2号线金家渡站步行约266米,协安蓝郡,4室1厅,楼层8/17,18㎡,1690,季付价,2016年建成
杭州,江干区普福,距1号线七堡站步行约624米,交通晓时代,5室1厅,楼层4/16,11.9㎡,1760,季付价,2017年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层11/36,11.9㎡,1960,季付价,2012年建成
杭州,萧山区萧山经济开发区,距2号线曹家桥站步行约899米,广悦公寓,4室1厅,楼层5/6,14.3㎡,1690,季付价,暂无数据
杭州,下沙区沿江南,距1号线下沙江滨站步行约534米,世茂江滨花园碧景湾,3室1厅,楼层11/30,10.2㎡,1630,季付价,2009年建成
杭州,西湖区申花,距2号线三墩站步行约474米,首开国风美域,5室1厅,楼层28/33,11.5㎡,1760,季付价,2016年建成
杭州,余杭区亲亲家园,距2号线金家渡站步行约266米,协安蓝郡,4室1厅,楼层6/16,14.7㎡,1690,季付价,2016年建成
杭州,西湖区文新,距2号线文新站步行约720米,嘉南公寓小高层,3室1厅,楼层2/11,12.5㎡,2090,季付价,暂无数据
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层9/35,13.1㎡,1960,季付价,2012年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层11/36,13.1㎡,1960,季付价,2012年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层7/35,11.9㎡,1990,季付价,2012年建成
杭州,余杭区三墩,距2号线金家渡站步行约513米,亲亲家园三期,4室1厅,楼层11/17,14.09㎡,1760,季付价,2007年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层7/35,13.3㎡,1960,季付价,2012年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层9/35,12.1㎡,1990,季付价,2012年建成
杭州,拱墅区申花,距5号线萍水街站站步行约773米,拱苑小区,4室1厅,楼层4/6,11.5㎡,1990,季付价,2003年建成
杭州,萧山区萧山区政府,距2号线杭发厂站步行约1110米,顺发旭辉国悦府,5室1厅,楼层4/13,11.4㎡,1760,季付价,2018年建成
杭州,余杭区三墩,距2号线金家渡站步行约699米,铭雅苑东区,4室1厅,楼层3/6,13㎡,1690,季付价,2004年建成
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,4室1厅,楼层5/6,15㎡,1530,季付价,2017年建成
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,4室1厅,楼层3/6,15㎡,1530,季付价,2017年建成
杭州,江干区景芳,距4号线新塘站步行约616米,景芳六区,3室1厅,楼层5/7,13.7㎡,2130,季付价,1999年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层11/36,13.1㎡,1990,季付价,2012年建成
杭州,下城区朝晖,距1号线打铁关站步行约834米,和平小区,3室1厅,楼层6/7,11.7㎡,2090,季付价,2002年建成
杭州,下沙区沿江南,距1号线下沙江滨站步行约600米,宋都晨光国际,4室1厅,楼层33/41,12㎡,1590,季付价,2015年建成
杭州,余杭区乔司,距1号线翁梅站步行约610米,东田怡丰城,5室1厅,楼层17/18,11㎡,1630,季付价,暂无数据
杭州,余杭区亲亲家园,距2号线金家渡站步行约266米,协安蓝郡,4室1厅,楼层3/17,15.8㎡,1730,季付价,2016年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层11/36,12.7㎡,2030,季付价,2012年建成
杭州,余杭区三墩,距2号线金家渡站步行约648米,亲亲家园二期,4室1厅,楼层2/6,15㎡,1830,季付价,2007年建成
杭州,余杭区临平,距1号线临平站步行约1104米,君临天下,4室1厅,楼层7/21,17㎡,1660,季付价,2010年建成
杭州,拱墅区桥西,距5号线大运河站站步行约569米,吉如家园,3室1厅,楼层12/18,14.9㎡,1890,季付价,2009年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层9/35,13.1㎡,2030,季付价,2012年建成
杭州,余杭区三墩,距2号线金家渡站步行约699米,铭雅苑东区,5室1厅,楼层6/6,15.2㎡,1690,季付价,2004年建成
杭州,拱墅区桥西,距5号线大运河站站步行约541米,新安天苑,4室1厅,楼层14/24,14㎡,1830,季付价,2011年建成
杭州,萧山区萧山经济开发区,距2号线朝阳站步行约913米,九悦江南,3室1厅,楼层5/22,15.9㎡,1630,季付价,暂无数据
杭州,西湖区文教,距2号线学院路站步行约378米,花园北村,3室1厅,楼层6/6,11.6㎡,2030,季付价,1998年建成
杭州,余杭区三墩,距2号线墩祥街站步行约579米,亲亲家园一期,4室1厅,楼层2/11,11.39㎡,1590,季付价,2005年建成
杭州,余杭区三墩,距2号线墩祥街站步行约579米,亲亲家园一期,4室1厅,楼层3/6,16.9㎡,1830,季付价,2005年建成
杭州,拱墅区三墩,距2号线墩祥街站步行约611米,都市水乡水滟苑,3室1厅,楼层7/15,11.7㎡,1590,季付价,2005年建成
杭州,江干区三里亭,距1号线闸弄口站步行约328米,蓝天城市花园,5室1厅,楼层2/6,9.9㎡,1990,季付价,2007年建成
杭州,江干区三里亭,距1号线闸弄口站步行约328米,蓝天城市花园,5室1厅,楼层5/6,9.9㎡,1990,季付价,2007年建成
杭州,余杭区乔司,距1号线翁梅站步行约757米,金地艺境,5室1厅,楼层5/17,15.2㎡,1730,季付价,2017年建成
杭州,西湖区翠苑,距2号线学院路站步行约1249米,翠苑东二区,3室1厅,楼层6/7,12.8㎡,1860,季付价,1994年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层9/35,12.7㎡,2060,季付价,2012年建成
杭州,余杭区三墩,距2号线金家渡站步行约207米,铭雅苑西区,4室1厅,楼层2/5,12.1㎡,1590,季付价,2004年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层7/35,14.2㎡,2030,季付价,2012年建成
杭州,江干区火车东站,距4号线新风站步行约960米,红街公寓,4室1厅,楼层16/18,11.4㎡,1890,季付价,2010年建成
杭州,江干区九堡,距1号线客运中心站步行约950米,左邻右舍,4室1厅,楼层16/16,13㎡,1660,季付价,2009年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约624米,佳境天城人合苑,4室1厅,楼层2/18,10.5㎡,1830,季付价,2007年建成
杭州,余杭区临平,距1号线临平站步行约710米,新城花苑,4室1厅,楼层5/6,14㎡,1590,季付价,2000年建成
杭州,下沙区沿江南,距1号线下沙江滨站步行约600米,宋都晨光国际,4室1厅,楼层16/31,13.6㎡,1860,季付价,2015年建成
杭州,拱墅区申花,距5号线和睦站站步行约270米,浙旅德信西宸,4室1厅,楼层18/18,12.2㎡,2290,季付价,2017年建成
杭州,下沙区高教园区西,距1号线文泽路站步行约758米,香榭里花园,3室1厅,楼层7/18,14.5㎡,1830,季付价,2007年建成
杭州,上城区复兴,距4号线复兴路站站步行约245米,复兴北苑,3室1厅,楼层4/7,9.6㎡,2190,季付价,1998年建成
杭州,余杭区三墩,距2号线金家渡站步行约699米,铭雅苑东区,5室1厅,楼层6/6,15.2㎡,1730,季付价,2004年建成
杭州,余杭区三墩,距2号线金家渡站步行约699米,铭雅苑东区,4室1厅,楼层5/6,14㎡,1760,季付价,2004年建成
杭州,钱塘新区区金沙湖,距1号线金沙湖站步行约601米,和达御观邸,6室1厅,楼层18/30,12.2㎡,1790,季付价,2013年建成
杭州,江干区火车东站,距4号线新塘站步行约692米,景芳四区,3室1厅,楼层2/7,11.4㎡,1890,季付价,1996年建成
杭州,拱墅区桥西,距5号线大运河站站步行约541米,新安天苑,3室1厅,楼层3/24,14㎡,2090,季付价,2011年建成
杭州,拱墅区桥西,距5号线大运河站站步行约835米,顺发吉祥半岛,6室1厅,楼层25/25,11.5㎡,1690,季付价,2014年建成
杭州,拱墅区申花,距5号线萍水街站站步行约642米,西铭苑,3室1厅,楼层8/17,11.8㎡,1660,季付价,2009年建成
杭州,江干区火车东站,距4号线景芳站步行约520米,景芳三区,3室1厅,楼层3/7,12㎡,1990,季付价,1996年建成
杭州,西湖区文教,距2号线沈塘桥站步行约636米,石灰桥新村,3室1厅,楼层2/6,13.6㎡,1890,季付价,1995年建成
杭州,萧山区钱江世纪城,距2号线飞虹路站步行约411米,顺发和美家,5室1厅,楼层7/35,14.3㎡,2060,季付价,2012年建成
杭州,西湖区竞舟商圈,距2号线丰潭路站步行约974米,南都花园一区,3室1厅,楼层6/7,11.8㎡,1890,季付价,2002年建成
杭州,萧山区萧山经济开发区,距2号线朝阳站步行约913米,九悦江南,5室1厅,楼层2/22,14.3㎡,1630,季付价,暂无数据
杭州,下城区朝晖,距1号线西湖文化广场站步行约1101米,朝晖七区,3室1厅,楼层3/7,12.3㎡,2030,季付价,2001年建成
杭州,萧山区萧山经济开发区,距2号线朝阳站步行约913米,九悦江南,4室1厅,楼层22/30,15.9㎡,1890,季付价,暂无数据
杭州,拱墅区桥西,距5号线大运河站站步行约890米,天阳上河,3室1厅,楼层10/17,13.6㎡,1830,季付价,2008年建成
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,3室1厅,楼层6/6,12㎡,1430,季付价,2017年建成
杭州,余杭区三墩,距2号线墩祥街站步行约579米,亲亲家园一期,4室1厅,楼层6/9,11.57㎡,1560,季付价,2005年建成
杭州,下沙区沿江南,距1号线下沙江滨站步行约1109米,世茂江滨花园瑞景湾,3室1厅,楼层7/33,10.6㎡,1660,季付价,2012年建成
杭州,拱墅区大关,距5号线拱宸桥东站站步行约626米,大浒东苑,4室1厅,楼层16/18,13.5㎡,1860,季付价,2005年建成
杭州,西湖区申花,距2号线三墩站步行约474米,首开国风美域,4室1厅,楼层32/33,11.8㎡,1630,季付价,2016年建成
杭州,西湖区三墩,距2号线三墩站步行约660米,新世纪花苑,4室1厅,楼层4/6,12㎡,1660,季付价,2002年建成
杭州,萧山区滨江区政府,距2号线飞虹路站步行约1219米,顺发美哉美城,4室1厅,楼层2/13,9.7㎡,1630,季付价,2017年建成
杭州,拱墅区桥西,距5号线大运河站站步行约541米,新安天苑,4室1厅,楼层21/24,13.95㎡,1930,季付价,2011年建成
杭州,西湖区三墩,距2号线金家渡站步行约660米,金地自在城,4室1厅,楼层3/25,11.6㎡,1630,季付价,2011年建成
杭州,西湖区嘉绿商圈,距2号线丰潭路站步行约275米,嘉绿西苑,5室1厅,楼层5/5,11.6㎡,1760,季付价,1998年建成
杭州,江干区闸弄口,距1号线闸弄口站步行约738米,天成嘉苑,4室1厅,楼层2/11,9.3㎡,1660,季付价,2005年建成
杭州,上城区复兴,距4号线复兴路站站步行约245米,复兴北苑,4室1厅,楼层6/7,13.3㎡,2160,季付价,1998年建成
杭州,拱墅区申花,距5号线和睦站站步行约270米,浙旅德信西宸,4室1厅,楼层3/18,13㎡,2230,季付价,2017年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层3/17,11.7㎡,1730,季付价,暂无数据
杭州,余杭区三墩,距2号线金家渡站步行约648米,亲亲家园二期,4室1厅,楼层5/11,10.8㎡,1560,季付价,2007年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层6/17,11.9㎡,1730,季付价,暂无数据
杭州,拱墅区桥西,距5号线大运河站站步行约569米,吉如家园,5室1厅,楼层2/24,13㎡,1590,季付价,2009年建成
杭州,下沙区沿江北,距1号线云水站步行约1151米,梦琴湾,4室1厅,楼层16/31,13.2㎡,1590,季付价,2007年建成
杭州,余杭区未来科技城,距5号线五常站站步行约1240米,北大资源未名府,4室1厅,楼层4/11,13.8㎡,1930,季付价,暂无数据
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层4/15,12.5㎡,1730,季付价,暂无数据
杭州,下城区朝晖,距1号线西湖文化广场站步行约1101米,朝晖七区,3室1厅,楼层6/6,10.7㎡,1990,季付价,2001年建成
杭州,西湖区嘉绿商圈,距2号线丰潭路站步行约275米,嘉绿西苑,4室1厅,楼层4/7,11.47㎡,1890,季付价,1998年建成
杭州,下城区朝晖,距1号线打铁关站步行约834米,和平小区,3室1厅,楼层5/7,14㎡,2190,季付价,2002年建成
杭州,西湖区文新,距2号线文新站步行约720米,嘉南公寓小高层,3室1厅,楼层2/11,11.83㎡,1990,季付价,暂无数据
杭州,江干区九堡,距1号线客运中心站步行约950米,左邻右舍,4室1厅,楼层1/11,15㎡,1630,季付价,2009年建成
杭州,下城区朝晖,距1号线打铁关站步行约989米,流水北苑,4室1厅,楼层6/7,12㎡,1930,季付价,1996年建成
杭州,余杭区良渚,距2号线白洋站步行约966米,奥克斯缔逸城,4室1厅,楼层21/31,14.2㎡,1760,季付价,2017年建成
杭州,滨江区浦沿,距4号线杨家墩站站步行约428米,银爵世纪公寓,3室1厅,楼层17/32,12.2㎡,2060,季付价,2008年建成
杭州,西湖区申花,距2号线虾龙圩站步行约841米,广宇西城年华,4室1厅,楼层3/25,14.9㎡,2090,季付价,2007年建成
杭州,江干区三里亭,距1号线闸弄口站步行约328米,蓝天城市花园,4室1厅,楼层2/6,10.1㎡,1930,季付价,2007年建成
杭州,江干区三里亭,距1号线闸弄口站步行约328米,蓝天城市花园,4室1厅,楼层4/6,10.1㎡,1930,季付价,2007年建成
杭州,余杭区未来科技城,距5号线五常站站步行约1240米,北大资源未名府,4室1厅,楼层4/11,13.5㎡,1960,季付价,暂无数据
杭州,西湖区申花,距2号线虾龙圩站步行约841米,广宇西城年华,5室1厅,楼层6/24,14.81㎡,1990,季付价,2007年建成
杭州,余杭区三墩,距2号线金家渡站步行约513米,亲亲家园三期,5室1厅,楼层2/6,11.5㎡,1560,季付价,2007年建成
杭州,江干区火车东站,距4号线新风站步行约960米,红街公寓,3室1厅,楼层14/18,10.3㎡,1960,季付价,2010年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约569米,秋水巷,3室1厅,楼层6/6,15.4㎡,2190,季付价,2003年建成
杭州,萧山区萧山区政府,距2号线杭发厂站步行约1110米,顺发旭辉国悦府,5室1厅,楼层4/13,11.5㎡,1660,季付价,2018年建成
杭州,余杭区未来科技城,距5号线五常站站步行约1240米,北大资源未名府,4室1厅,楼层5/11,13.8㎡,1960,季付价,暂无数据
杭州,余杭区三墩,距2号线墩祥街站步行约579米,亲亲家园一期,4室1厅,楼层2/11,16.7㎡,2190,季付价,2005年建成
杭州,西湖区三墩,距2号线三墩站步行约660米,新世纪花苑,4室1厅,楼层5/6,14.51㎡,1660,季付价,2002年建成
杭州,西湖区申花,距2号线虾龙圩站步行约782米,广宇西城美墅,4室1厅,楼层2/24,11.64㎡,1690,季付价,2008年建成
杭州,江干区彭埠,距4号线彭埠站步行约1225米,花园新宸府,3室1厅,楼层4/16,9.7㎡,1690,季付价,暂无数据
杭州,拱墅区大关,距5号线善贤站站步行约1080米,大关东九苑,3室1厅,楼层2/7,12.5㎡,1890,季付价,1996年建成
杭州,上城区近江,距1号线近江站步行约890米,天福花园,7室1厅,楼层5/7,10.8㎡,1930,季付价,1998年建成
杭州,余杭区未来科技城,距5号线五常站站步行约1240米,北大资源未名府,5室1厅,楼层5/12,13.4㎡,2090,季付价,暂无数据
杭州,拱墅区申花,距5号线拱宸桥东站站步行约612米,普金家园,4室1厅,楼层3/18,13.3㎡,1730,季付价,2003年建成
杭州,下城区朝晖,距1号线西湖文化广场站步行约1051米,朝晖五区,3室1厅,楼层5/5,12.8㎡,2090,季付价,1989年建成
杭州,江干区火车东站,距4号线新塘站步行约692米,景芳四区,3室1厅,楼层6/7,11.6㎡,2130,季付价,1996年建成
杭州,江干区景芳,距4号线新塘站步行约616米,景芳六区,2室1厅,楼层2/7,10㎡,2290,季付价,1999年建成
杭州,余杭区三墩,距2号线金家渡站步行约513米,亲亲家园三期,4室1厅,楼层13/17,11.12㎡,1690,季付价,2007年建成
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,3室1厅,楼层6/6,14.8㎡,1490,季付价,2017年建成
杭州,拱墅区湖墅,距1号线武林广场站步行约995米,密渡桥路2号,3室1厅,楼层3/7,11.8㎡,2190,季付价,1996年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层3/15,10.9㎡,1730,季付价,暂无数据
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层3/15,10.9㎡,1730,季付价,暂无数据
杭州,下城区朝晖,距1号线西湖文化广场站步行约1101米,朝晖七区,3室1厅,楼层5/6,12.8㎡,2130,季付价,2001年建成
杭州,拱墅区桥西,距5号线大运河站站步行约1510米,富越香郡,4室1厅,楼层20/32,11.5㎡,1790,季付价,2015年建成
杭州,余杭区未来科技城,距5号线五常站站步行约1240米,北大资源未名府,4室1厅,楼层11/11,13.8㎡,1890,季付价,暂无数据
杭州,江干区火车东站,距4号线新风站步行约960米,红街公寓,4室1厅,楼层17/18,11.7㎡,2060,季付价,2010年建成
杭州,滨江区浦沿,距4号线杨家墩站站步行约428米,银爵世纪公寓,3室1厅,楼层30/32,11.7㎡,2230,季付价,2008年建成
杭州,下城区丝绸城,距2号线中河北路站步行约383米,十五家园,3室1厅,楼层5/7,13.3㎡,2290,季付价,2000年建成
杭州,江干区三里亭,距1号线闸弄口站步行约958米,三里新城兰苑,4室1厅,楼层5/6,14.2㎡,2090,季付价,2005年建成
杭州,西湖区紫金港,距2号线三坝站步行约513米,耀江文鼎苑,5室1厅,楼层10/11,12.4㎡,1860,季付价,2010年建成
杭州,下城区宝善,距2号线建国北路站步行约836米,艮园社区,3室1厅,楼层4/7,11.5㎡,1960,季付价,1992年建成
杭州,江干区三里亭,距1号线闸弄口站步行约328米,蓝天城市花园,5室1厅,楼层5/6,17.6㎡,1930,季付价,2007年建成
杭州,拱墅区申花,距5号线萍水街站站步行约773米,拱苑小区,4室1厅,楼层2/6,12.8㎡,1690,季付价,2003年建成
杭州,江干区四季青,距2号线庆菱路站步行约687米,采荷新村,3室1厅,楼层6/7,13.7㎡,2290,季付价,1988年建成
杭州,江干区乔司,距1号线九和路站步行约1234米,雍和府,4室1厅,楼层3/17,9㎡,1630,季付价,2017年建成
杭州,余杭区三墩,距2号线墩祥街站步行约579米,亲亲家园一期,3室1厅,楼层6/11,10㎡,1730,季付价,2005年建成
杭州,余杭区三墩,距2号线金家渡站步行约699米,铭雅苑东区,4室1厅,楼层2/6,13.83㎡,1630,季付价,2004年建成
杭州,西湖区三墩,距2号线金家渡站步行约660米,金地自在城,4室1厅,楼层7/25,11.6㎡,1630,季付价,2011年建成
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,3室1厅,楼层3/6,12㎡,1390,季付价,2017年建成
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,3室1厅,楼层4/6,12㎡,1390,季付价,2017年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层9/17,11.6㎡,1730,季付价,暂无数据
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,3室1厅,楼层4/6,12㎡,1390,季付价,2017年建成
杭州,江干区火车东站,距4号线新塘站步行约692米,景芳四区,3室2厅,楼层2/7,11.9㎡,2160,季付价,1996年建成
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,3室1厅,楼层3/6,12㎡,1390,季付价,2017年建成
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,3室1厅,楼层4/6,12㎡,1390,季付价,2017年建成
杭州,余杭区乔司,距1号线乔司站步行约678米,乔中永和苑,3室1厅,楼层4/6,12㎡,1390,季付价,2017年建成
杭州,西湖区三墩,距2号线三墩站步行约1903米,宝嘉誉府,4室1厅,楼层3/19,12㎡,1630,季付价,暂无数据
杭州,下城区朝晖,距1号线西湖文化广场站步行约507米,青园小区,3室1厅,楼层6/7,10.1㎡,1990,季付价,2002年建成
杭州,拱墅区三墩,距2号线墩祥街站步行约611米,都市水乡水滟苑,3室1厅,楼层6/16,11.7㎡,1560,季付价,2005年建成
杭州,拱墅区桥西,距5号线大运河站站步行约541米,新安天苑,3室1厅,楼层15/24,14㎡,1830,季付价,2011年建成
杭州,西湖区三墩,距2号线金家渡站步行约660米,金地自在城,4室1厅,楼层14/25,9.51㎡,1760,季付价,2011年建成
杭州,拱墅区申花,距5号线萍水街站站步行约642米,西铭苑,4室1厅,楼层22/24,13.48㎡,1890,季付价,2009年建成
杭州,拱墅区桥西,距5号线大运河站站步行约569米,吉如家园,5室1厅,楼层15/21,13㎡,1590,季付价,2009年建成
杭州,下沙区沿江北,距1号线下沙江滨站步行约485米,伊萨卡国际城浩泽园,3室1厅,楼层20/33,9.3㎡,1560,季付价,2010年建成
杭州,拱墅区桥西,距5号线大运河站站步行约541米,新安天苑,3室1厅,楼层14/24,14㎡,1590,季付价,2011年建成
杭州,西湖区翠苑,距2号线学院路站步行约965米,翠苑二区,3室1厅,楼层6/6,14.2㎡,1860,季付价,1994年建成
杭州,上城区近江,距1号线婺江路站步行约839米,婺江家园三园,3室1厅,楼层6/26,11.5㎡,2190,季付价,2017年建成
杭州,拱墅区申花,距2号线三墩站步行约602米,天阳美林湾,4室1厅,楼层10/16,8.85㎡,1630,季付价,2012年建成
杭州,江干区火车东站,距4号线景芳站步行约520米,景芳三区,3室1厅,楼层4/7,12㎡,2160,季付价,1996年建成
杭州,余杭区未来科技城,距5号线五常站站步行约1240米,北大资源未名府,4室1厅,楼层7/11,13.8㎡,1930,季付价,暂无数据
杭州,萧山区萧山区政府,距2号线杭发厂站步行约1110米,顺发旭辉国悦府,5室1厅,楼层5/12,12.6㎡,1630,季付价,2018年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层8/17,12.5㎡,1730,季付价,暂无数据
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层14/17,12.5㎡,1730,季付价,暂无数据
杭州,西湖区紫金港,距2号线三坝站步行约513米,耀江文鼎苑,3室1厅,楼层23/24,11.8㎡,2230,季付价,2010年建成
杭州,萧山区钱江世纪城,距2号线振宁路站步行约1684米,万科大家世纪之光,4室1厅,楼层14/15,12.5㎡,1730,季付价,暂无数据
杭州,滨江区明月江南,距1号线滨和路站步行约666米,迎春小区,4室1厅,楼层2/6,13.2㎡,1990,季付价,2005年建成
杭州,西湖区翠苑,距2号线学院路站步行约1249米,翠苑东二区,4室1厅,楼层6/7,13.1㎡,1960,季付价,1994年建成
杭州,江干区九堡,距1号线客运中心站步行约1157米,泊林印象,4室1厅,楼层3/16,9.5㎡,1590,季付价,2012年建成
杭州,下城区朝晖,距1号线打铁关站步行约834米,和平小区,3室1厅,楼层5/7,10㎡,1830,季付价,2002年建成
杭州,拱墅区三墩,距2号线墩祥街站步行约611米,都市水乡水滟苑,3室1厅,楼层13/15,12.3㎡,1590,季付价,2005年建成
杭州,江干区景芳,距4号线新塘站步行约616米,景芳六区,4室1厅,楼层2/6,12㎡,2030,季付价,1999年建成
杭州,江干区火车东站,距1号线彭埠站步行约1853米,金色黎明一期,4室1厅,楼层3/16,11㎡,1690,季付价,2013年建成
杭州,江干区三里亭,距1号线闸弄口站步行约1121米,三里新城荷苑,3室1厅,楼层3/18,10㎡,1690,季付价,2004年建成
杭州,拱墅区桥西,距5号线大运河站站步行约912米,锦绣文澜阁,3室1厅,楼层1/19,14㎡,1760,季付价,2009年建成
杭州,西湖区申花,距5号线三坝站站步行约1107米,政苑小区,6室1厅,楼层3/18,11.07㎡,1960,季付价,2005年建成
杭州,萧山区萧山区政府,距2号线建设一路站步行约1732米,德信君宸,5室1厅,楼层6/22,13.6㎡,1690,季付价,暂无数据
杭州,西湖区三墩,距2号线金家渡站步行约660米,金地自在城,4室1厅,楼层22/26,14.9㎡,1990,季付价,2011年建成
杭州,上城区复兴,距4号线水澄桥站站步行约288米,白塔人家,3室1厅,楼层2/5,8.1㎡,1690,季付价,2012年建成
杭州,江干区闸弄口,距1号线闸弄口站步行约965米,京惠花园,3室1厅,楼层4/7,9.5㎡,1690,季付价,1999年建成
杭州,西湖区文教,距2号线学院路站步行约838米,耀江文萃苑,5室1厅,楼层9/16,14.2㎡,1990,季付价,2003年建成
杭州,江干区九堡,距1号线客运中心站步行约1157米,泊林印象,4室1厅,楼层10/11,11.5㎡,1630,季付价,2012年建成
杭州,江干区闸弄口,距4号线新风站步行约766米,万家花园家和苑,3室1厅,楼层5/6,11.5㎡,1890,季付价,2004年建成
